;Id;N_victimas;A�o;Mes;Dia;Hora;Calle;Altura;Cruce;Direcci�n;Comuna;Latitud;Longitud;Victima;Acusado
653;2021-0055;1.0;2021.0;6.0;29.0;12.0;CORRIENTES AV.;;PUEYRREDON AV.;CORRIENTES AV. y PUEYRREDON AV.;3.0;-58.40547222;-34.60456293;MOTO;CARGAS
654;2021-0056;1.0;2021.0;7.0;9.0;23.0;CORRALES;;MORENO, PERITO AV.;CORRALES y MORENO, PERITO AV.;4.0;-58.42473018;-34.6500828;BICICLETA;AUTO
655;2021-0057;1.0;2021.0;7.0;10.0;23.0;AUTOPISTA ARTURO ILLIA;;SD;AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE);2.0;-58.39257023;-34.57563957;AUTO;OBJETO FIJO
656;2021-0058;1.0;2021.0;7.0;21.0;0.0;PAZ, GRAL. AV.;;VEDIA;PAZ, GRAL. AV. y VEDIA;12.0;-58.48941042;-34.54596153;PEATON;AUTO
657;2021-0059;1.0;2021.0;7.0;22.0;1.0;GARAY, JUAN DE AV.;2269.0;SD;GARAY, JUAN DE AV. 2269;3.0;-58.3964074;-34.62783085;AUTO;OBJETO FIJO
658;2021-0060;1.0;2021.0;7.0;22.0;12.0;SALGUERO, JERONIMO;;RIVADAVIA AV.;SALGUERO, JERONIMO y RIVADAVIA AV.;5.0;-58.41971993;-34.6111224;PEATON;PASAJEROS
659;2021-0061;1.0;2021.0;7.0;24.0;9.0;MORENO, PERITO AV.;;ALCORTA, AMANCIO AV.;MORENO, PERITO AV. y ALCORTA, AMANCIO AV.;4.0;-58.40544588;-34.65012801;PEATON;CARGAS
660;2021-0062;1.0;2021.0;7.0;27.0;7.0;LA PLATA AV.;2723.0;SD;LA PLATA AV. 2723;4.0;-58.42003882;-34.64645957;AUTO;CARGAS
661;2021-0063;1.0;2021.0;8.0;2.0;4.0;ALBERDI, JUAN BAUTISTA AV.;2906.0;SD;ALBERDI, JUAN BAUTISTA AV. 2906;7.0;-58.46851293;-34.63348678;AUTO;AUTO
662;2021-0064;1.0;2021.0;8.0;2.0;20.0;PAZ, GRAL. AV.;;TONELERO;PAZ, GRAL. AV. y TONELERO;9.0;-58.52931141;-34.65422917;PEATON;CARGAS
663;2021-0065;1.0;2021.0;8.0;6.0;8.0;SAN JUAN AV.;;LA PLATA AV.;SAN JUAN AV. y LA PLATA AV.;6.0;-58.42675754;-34.6269973;PEATON;PASAJEROS
664;2021-0066;1.0;2021.0;8.0;6.0;20.0;LOPE DE VEGA AV.;;PAZ, GRAL. AV.;LOPE DE VEGA AV. y PAZ, GRAL. AV.;11.0;-58.52933723;-34.61098186;PEATON;PASAJEROS
665;2021-0067;1.0;2021.0;8.0;8.0;9.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL;1.0;-58.37910943;-34.62764718;MOTO;OBJETO FIJO
666;2021-0068;1.0;2021.0;8.0;15.0;6.0;BEIRO, FRANCISCO AV.;5071.0;SD;BEIRO, FRANCISCO AV. 5071;11.0;-58.52161176;-34.61164474;MOTO;OBJETO FIJO
667;2021-0069;1.0;2021.0;8.0;20.0;17.0;SANTA FE AV.;3428.0;SD;SANTA FE AV. 3428;14.0;-58.41354692;-34.5869768;PEATON;AUTO
668;2021-0070;1.0;2021.0;8.0;28.0;8.0;CHILAVERT, MARTINIANO, CORONEL;;VARELA AV.;CHILAVERT, MARTINIANO, CORONEL y VARELA AV.;8.0;-58.43960781;-34.65470804;MOTO;CARGAS
669;2021-0071;1.0;2021.0;8.0;31.0;16.0;SAN LUIS;2730.0;SD;SAN LUIS 2730;3.0;-58.4045461;-34.60003693;PEATON;MOTO
670;2021-0072;1.0;2021.0;9.0;1.0;19.0;CALLAO AV.;;PARAGUAY;CALLAO AV. y PARAGUAY;2.0;-58.39303911;-34.59871111;PEATON;AUTO
671;2021-0073;1.0;2021.0;9.0;18.0;12.0;DEL LIBERTADOR AV.;;AGOTE, LUIS DR.;DEL LIBERTADOR AV. y AGOTE, LUIS DR.;2.0;-58.39391034;-34.58405348;BICICLETA;AUTO
672;2021-0074;1.0;2021.0;9.0;20.0;15.0;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;12.0;-58.5007381;-34.5497951;MOTO;MULTIPLE
673;2021-0075;1.0;2021.0;9.0;21.0;14.0;SALTA;;BRASIL;SALTA y BRASIL;1.0;-58.38281301;-34.62786038;PEATON;CARGAS
674;2021-0076;1.0;2021.0;10.0;16.0;6.0;MORENO, PERITO AV.;2152.0;SD;MORENO, PERITO AV. 2152;7.0;-58.43980799;-34.65094083;MOTO;OBJETO FIJO
675;2021-0077;1.0;2021.0;10.0;18.0;7.0;DIRECTORIO AV.;1169.0;SD;DIRECTORIO AV. 1169;6.0;-58.44402387;-34.62933109;MOTO;CARGAS
676;2021-0078;1.0;2021.0;10.0;23.0;6.0;INDEPENDENCIA AV.;;LA PLATA AV.;INDEPENDENCIA AV. y LA PLATA AV.;6.0;-58.42779702;-34.62207347;MOTO;PASAJEROS
677;2021-0079;1.0;2021.0;10.0;25.0;3.0;TUCUMAN;3112.0;SD;TUCUMAN 3112;3.0;-58.40944147;-34.60097942;PEATON;AUTO
678;2021-0080;1.0;2021.0;10.0;28.0;16.0;ARENALES;;9 DE JULIO AV.;ARENALES y 9 DE JULIO AV.;1.0;-58.38277479;-34.5943016;MOTO;AUTO
679;2021-0081;1.0;2021.0;11.0;2.0;13.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN;4.0;-58.37627355;-34.63800916;MOTO;CARGAS
680;2021-0082;1.0;2021.0;11.0;6.0;4.0;AUTOPISTA 25 DE MAYO;;SD;AUTOPISTA 25 DE MAYO y PASCO;3.0;-58.39591856;-34.62453459;MOTO;AUTO
681;2021-0083;1.0;2021.0;11.0;9.0;0.0;CABILDO AV.;;OLAZABAL;CABILDO AV. y OLAZABAL;13.0;-58.45829717;-34.56015762;MOTO;AUTO
682;2021-0084;1.0;2021.0;11.0;11.0;3.0;TAPALQUE;;BRUIX AV.;TAPALQUE y BRUIX AV.;9.0;-58.49142611;-34.64584795;AUTO;OBJETO FIJO
683;2021-0085;1.0;2021.0;11.0;20.0;18.0;PAZ, GRAL. AV.;;EZEIZA;PAZ, GRAL. AV. y EZEIZA;12.0;-58.51271409;-34.57786555;MOTO;OBJETO FIJO
684;2021-0086;1.0;2021.0;11.0;25.0;10.0;RIVADAVIA AV.;;PUAN;RIVADAVIA AV. y PUAN;6.0;-58.44864864;-34.62352826;PEATON;PASAJEROS
685;2021-0087;1.0;2021.0;11.0;27.0;11.0;ESMERALDA;1359.0;SD;ESMERALDA 1359;1.0;-58.37795815;-34.59167894;PEATON;BICICLETA
686;2021-0088;1.0;2021.0;12.0;1.0;15.0;MONROE;;3 DE FEBRERO;MONROE y 3 DE FEBRERO;13.0;-58.45531707;-34.55555257;MOTO;AUTO
687;2021-0089;1.0;2021.0;12.0;2.0;1.0;GAONA AV.;3655.0;SD;GAONA AV. 3655;11.0;-58.47633683;-34.62140594;MOTO;AUTO
688;2021-0090;1.0;2021.0;12.0;10.0;11.0;9 DE JULIO AV.;;LAVALLE;9 DE JULIO AV. y LAVALLE;1.0;-58.38188582;-34.60256036;PEATON;PASAJEROS
689;2021-0091;1.0;2021.0;12.0;11.0;23.0;BAIGORRIA;;HUGO, VICTOR;BAIGORRIA y HUGO, VICTOR;10.0;-58.51989389;-34.62284918;MOTO;AUTO
690;2021-0092;1.0;2021.0;12.0;12.0;6.0;RIVADAVIA AV.;;PUEYRREDON AV.;RIVADAVIA AV. y PUEYRREDON AV.;3.0;-58.4059686;-34.61011987;PEATON;AUTO
691;2021-0093;1.0;2021.0;12.0;13.0;17.0;RIESTRA AV.;;MOM;RIESTRA AV. y MOM;7.0;-58.43353773;-34.64561636;MOTO;AUTO
692;2021-0094;1.0;2021.0;12.0;20.0;1.0;DELLEPIANE, LUIS, TTE. GRAL.;;LACARRA AV.;DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.;9.0;-58.46739825;-34.65117757;MOTO;AUTO
693;2021-0095;1.0;2021.0;12.0;30.0;0.0;GAONA AV.;;TERRADA;GAONA AV. y TERRADA;11.0;-58.47293407;-34.61984745;MOTO;CARGAS
694;2021-0096;1.0;2021.0;12.0;15.0;10.0;PERON, EVA AV.;4071.0;SD;PERON, EVA AV. 4071;9.0;-58.47066794;-34.65021673;AUTO;CARGAS
695;2021-0097;1.0;2021.0;11.0;18.0;6.0;PADRE CARLOS MUJICA;709.0;SD;PADRE CARLOS MUGICA 709;1.0;-58.37976155;-34.58679619;BICICLETA;AUTO
