;Id;N_victimas;A�o;Mes;Dia;Hora;Calle;Altura;Cruce;Direcci�n;Comuna;Latitud;Longitud;Victima;Acusado
392;2018-0118;1.0;2018.0;11.0;5.0;14.0;PERON, JUAN DOMINGO, TTE. GENERAL;;PUEYRREDON AV.;PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.;3.0;-58.40612253;-34.60774301;PEATON;MOTO
393;2018-0119;1.0;2018.0;11.0;5.0;22.0;RABANAL, FRANCISCO, INTENDENTE AV.;;SAN PEDRITO;RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO;8.0;-58.43613623;-34.66292532;PEATON;SD
394;2018-0120;1.0;2018.0;11.0;9.0;13.0;MONROE;;ALVAREZ THOMAS AV.;MONROE y ALVAREZ THOMAS AV.;12.0;-58.48250732;-34.57208238;PEATON;AUTO
395;2018-0121;1.0;2018.0;11.0;9.0;16.0;RIVADAVIA AV.;;MANZONI;RIVADAVIA AV. y MANZONI;10.0;-58.49945705;-34.6374328;PEATON;PASAJEROS
396;2018-0122;1.0;2018.0;11.0;12.0;1.0;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;LARRAZABAL;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL;8.0;-58.47743966;-34.67233407;AUTO;AUTO
397;2018-0123;1.0;2018.0;11.0;12.0;3.0;PAZ, GRAL. AV.;;PERON, EVA AV.;PAZ, GRAL. AV. y PERON, EVA AV.;9.0;-58.5025179;-34.67450313;AUTO;SD
398;2018-0124;1.0;2018.0;11.0;15.0;19.0;AUTOPISTA PERITO MORENO;;SD;AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS;9.0;-58.52144411;-34.63682499;CARGAS;CARGAS
399;2018-0125;1.0;2018.0;11.0;16.0;21.0;SAENZ AV.;;VENTANA;SAENZ AV. y VENTANA;4.0;-58.41650465;-34.65084045;PEATON;PASAJEROS
400;2018-0126;1.0;2018.0;11.0;18.0;12.0;PAZ, GRAL. AV.;;FALCON, RAMON L.,CNEL.;PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.;9.0;-58.52994219;-34.64055918;MOTO;AUTO
401;2018-0127;1.0;2018.0;11.0;19.0;9.0;PAZ, GRAL. AV.;;DE LOS CONSTITUYENTES AV.;PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.;12.0;-58.50993046;-34.56919739;MOTO;MOTO
402;2018-0128;2.0;2018.0;11.0;25.0;4.0;PAZ, GRAL. AV.;11200.0;SD;PAZ, GRAL. AV. 11200;9.0;-58.52844623;-34.64592873;AUTO;PASAJEROS
403;2018-0129;1.0;2018.0;11.0;28.0;4.0;NEWBERY, JORGE AV.;;GUEVARA;NEWBERY, JORGE AV. y GUEVARA;15.0;-58.45021367;-34.58695347;MOTO;PASAJEROS
404;2018-0130;1.0;2018.0;12.0;3.0;3.0;GAONA AV.;;SEGUROLA AV.;GAONA AV. y SEGUROLA AV.;10.0;-58.49022072;-34.62770192;MOTO;PASAJEROS
405;2018-0131;1.0;2018.0;12.0;7.0;19.0;MADERO, EDUARDO AV.;550.0;SD;MADERO, EDUARDO AV. 550;1.0;-58.36860866;-34.60106568;MOTO;CARGAS
406;2018-0132;1.0;2018.0;12.0;12.0;8.0;AUTOPISTA ARTURO ILLIA;;CASTILLO, RAMON S., PRES. AV.;AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.;2.0;-58.39490504;-34.57241534;PEATON;CARGAS
407;2018-0133;1.0;2018.0;12.0;12.0;14.0;NAZCA AV.;;RIVADAVIA AV.;NAZCA AV. y RIVADAVIA AV.;7.0;-58.46963952;-34.63070603;PEATON;CARGAS
408;2018-0134;1.0;2018.0;12.0;12.0;21.0;LA PLATA AV.;;CASEROS AV.;LA PLATA AV. y CASEROS AV.;7.0;-58.42349365;-34.64019887;PEATON;MOTO
409;2018-0135;1.0;2018.0;12.0;18.0;14.0;BELGRANO AV.;;PERU;BELGRANO AV. y PERU;1.0;-58.37471802;-34.61265002;PEATON;PASAJEROS
410;2018-0136;1.0;2018.0;12.0;18.0;15.0;RIVADAVIA AV.;7013.0;SD;RIVADAVIA AV. 7013;7.0;-58.46438789;-34.62913916;PEATON;PASAJEROS
411;2018-0137;1.0;2018.0;12.0;18.0;20.0;ALSINA, ADOLFO;;SANTIAGO DEL ESTERO;ALSINA, ADOLFO y SANTIAGO DEL ESTERO;1.0;-58.38481975;-34.61100424;MOTO;PASAJEROS
412;2018-0138;1.0;2018.0;12.0;21.0;9.0;BERMUDEZ;1893.0;SD;BERMUDEZ 1893;10.0;-58.50751833;-34.62073702;PASAJEROS;PASAJEROS
413;2018-0139;1.0;2018.0;12.0;22.0;6.0;SANTANDER;1974.0;SD;SANTANDER 1974;7.0;-58.44682986;-34.63888084;MOTO;MOTO
414;2018-0140;1.0;2018.0;12.0;22.0;8.0;LANTERI JULIETA;1400.0;SD;LANTERI JULIETA 1400;1.0;-58.3600465;-34.61381341;AUTO;AUTO
415;2018-0141;1.0;2018.0;12.0;22.0;17.0;MAZA;;INDEPENDENCIA AV.;MAZA e INDEPENDENCIA AV.;5.0;-58.41509546;-34.62085945;PEATON;MOTO
416;2018-0142;1.0;2018.0;12.0;25.0;13.0;PAZ, GRAL. AV.;5172.0;SD;PAZ, GRAL. AV. 5172;12.0;-58.50997604;-34.57251072;CARGAS;PASAJEROS
417;2018-0143;1.0;2018.0;12.0;29.0;5.0;OLIVERA AV.;;ALBERDI, JUAN BAUTISTA AV.;OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.;10.0;-58.48606475;-34.64047818;MOTO;AUTO
418;2019-0001;1.0;2019.0;1.0;8.0;8.0;CASTILLO, RAMON S., PRES. AV.;;CALLE 12 (NO OFICIAL);CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL);2.0;-58.38526125;-34.5780581;MOTO;CARGAS
419;2019-0002;1.0;2019.0;1.0;9.0;4.0;CASTA?ARES AV.;;MORENO, PERITO AV.;CASTAÑARES AV. y MORENO, PERITO AV.;7.0;-58.45463662;-34.65082149;AUTO;CARGAS
420;2019-0003;1.0;2019.0;1.0;12.0;8.0;SAN MARTIN AV.;;TERRADA;SAN MARTIN AV. y TERRADA;15.0;-58.49121672;-34.59718073;MOTO;AUTO
421;2019-0004;1.0;2019.0;1.0;14.0;19.0;PERON, EVA AV.;;MEDINA;PERON, EVA AV. y MEDINA;9.0;-58.47325712;-34.65284605;AUTO;PASAJEROS
422;2019-0005;1.0;2019.0;1.0;19.0;12.0;JUSTO, JUAN B. AV.;;ALVAREZ JONTE AV.;JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.;10.0;-58.52108101;-34.63382309;MOTO;CARGAS
423;2019-0006;1.0;2019.0;1.0;23.0;5.0;OBLIGADO RAFAEL, AV.COSTANERA;4650.0;SD;OBLIGADO RAFAEL, AV.COSTANERA 4650;14.0;-58.41652702;-34.55509606;PEATON;AUTO
424;2019-0007;1.0;2019.0;1.0;26.0;19.0;MITRE, BARTOLOME;;YATAY;MITRE, BARTOLOME y YATAY;5.0;-58.42891604;-34.6107166;MOTO;AUTO
425;2019-0008;1.0;2019.0;1.0;30.0;22.0;PAZ, GRAL. AV.;16080.0;SD;PAZ, GRAL. AV. 16080;8.0;-58.47802293;-34.69156793;MOTO;MULTIPLE
426;2019-0009;1.0;2019.0;1.0;31.0;14.0;CHACABUCO;;SAN JUAN AV.;CHACABUCO y SAN JUAN AV.;1.0;-58.37564821;-34.62200207;MOTO;AUTO
427;2019-0010;2.0;2019.0;2.0;2.0;7.0;DEL LIBERTADOR AV.;4100.0;SD;DEL LIBERTADOR AV. 4100;14.0;-58.42668489;-34.56961468;PEATON;AUTO
428;2019-0011;1.0;2019.0;2.0;10.0;1.0;PAZ, GRAL. AV.;;ALBERDI, JUAN BAUTISTA AV.;PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.;9.0;-58.5183993;-34.66252488;PEATON;AUTO
429;2019-0012;1.0;2019.0;2.0;17.0;3.0;CASTA?ARES AV.;;GORDILLO, TIMOTEO;CASTAÑARES AV. y GORDILLO, TIMOTEO;8.0;-58.48432691;-34.67665828;MOTO;AUTO
430;2019-0013;1.0;2019.0;2.0;20.0;7.0;SALVIGNY;;MOM;SALVIGNY y MOM;7.0;-58.4338383;-34.64457699;PEATON;AUTO
431;2019-0014;1.0;2019.0;2.0;20.0;17.0;LAMARCA, EMILIO;5402.0;SD;LAMARCA, EMILIO 5402;11.0;-58.51664939;-34.58657938;MOTO;OBJETO FIJO
432;2019-0015;1.0;2019.0;2.0;23.0;6.0;SAN MARTIN AV.;5638.0;SD;SAN MARTIN AV. 5638;11.0;-58.49613012;-34.59703502;AUTO;OBJETO FIJO
433;2019-0016;1.0;2019.0;2.0;24.0;2.0;CARRILLO, RAMON, DR.;;FINOCHIETTO ENRIQUE DR.;CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.;4.0;-58.38313603;-34.63356284;MOTO;PASAJEROS
434;2019-0017;1.0;2019.0;3.0;3.0;7.0;MEXICO;;PICHINCHA;MEXICO y PICHINCHA;3.0;-58.39914719;-34.61632317;AUTO;PASAJEROS
435;2019-0018;1.0;2019.0;3.0;3.0;23.0;CANTILO, INT.;;UDAONDO, GUILLERMO AV.;CANTILO, INT. y UDAONDO, GUILLERMO AV.;13.0;-58.44927253;-34.54048625;PEATON;AUTO
436;2019-0019;1.0;2019.0;3.0;6.0;12.0;DEL LIBERTADOR AV.;6326.0;SD;DEL LIBERTADOR AV. 6326;13.0;-58.45049163;-34.55374003;MOTO;AUTO
437;2019-0020;1.0;2019.0;3.0;7.0;21.0;CHICLANA AV.;3444.0;SD;CHICLANA AV. 3444;5.0;-58.41288952;-34.63572989;MOTO;AUTO
438;2019-0021;1.0;2019.0;3.0;15.0;22.0;BOYACA AV.;;YERBAL;BOYACA AV. y YERBAL;7.0;-58.45743597;-34.62561234;MOTO;AUTO
439;2019-0022;1.0;2019.0;3.0;15.0;0.0;ENTRE RIOS AV.;1260.0;SD;ENTRE RIOS AV. 1260;1.0;-58.39123782;-34.62352245;AUTO;SD
440;2019-0023;1.0;2019.0;3.0;16.0;8.0;PAZ, GRAL. AV.;;JACQUES, AMADEO;PAZ, GRAL. AV. y JACQUES, AMADEO;9.0;-58.52922765;-34.63637963;AUTO;OBJETO FIJO
441;2019-0024;1.0;2019.0;3.0;19.0;7.0;ANTARTIDA ARGENTINA AV.;1325.0;SD;ANTARTIDA ARGENTINA AV. 1325;1.0;-58.37208118;-34.58541957;MOTO;CARGAS
442;2019-0025;1.0;2019.0;3.0;22.0;13.0;MITRE, BARTOLOME;;SANCHEZ DE BUSTAMANTE;MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE;5.0;-58.41458534;-34.60937557;PEATON;AUTO
443;2019-0026;1.0;2019.0;3.0;28.0;7.0;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;PAZ, GRAL. AV.;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.;8.0;-58.47976785;-34.69153196;PEATON;PASAJEROS
444;2019-0027;1.0;2019.0;3.0;28.0;11.0;SANTA FE AV.;;AZCUENAGA;SANTA FE AV. y AZCUENAGA;2.0;-58.39990285;-34.59511714;BICICLETA;MULTIPLE
445;2019-0028;1.0;2019.0;4.0;6.0;9.0;JUSTO, JUAN B. AV.;;ORO?O, NICASIO;JUSTO, JUAN B. AV. y OROÑO, NICASIO;11.0;-58.46051346;-34.60588536;PEATON;PASAJEROS
446;2019-0029;1.0;2019.0;4.0;7.0;10.0;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;PAZ, GRAL. AV.;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.;8.0;-58.47976785;-34.69153196;MOTO;OBJETO FIJO
447;2019-0030;1.0;2019.0;4.0;9.0;16.0;ALVAREZ, DONATO, TTE. GRAL.;;YERBAL;ALVAREZ, DONATO, TTE. GRAL. y YERBAL;7.0;-58.45457546;-34.62447891;MOTO;CARGAS
448;2019-0031;1.0;2019.0;4.0;12.0;19.0;CORDOBA AV.;;MADERO, EDUARDO AV.;CORDOBA AV. y MADERO, EDUARDO AV.;1.0;-58.36951669;-34.59832047;BICICLETA;CARGAS
449;2019-0032;1.0;2019.0;4.0;16.0;11.0;CAMARONES;;ALVAREZ, DONATO, TTE. GRAL. AV.;CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.;11.0;-58.46415322;-34.6044379;PEATON;AUTO
450;2019-0033;1.0;2019.0;4.0;18.0;1.0;AUTOPISTA 25 DE MAYO;;HUERGO, ING. AV.;AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.;1.0;-58.36607137;-34.62150748;MOTO;SD
451;2019-0034;1.0;2019.0;4.0;21.0;9.0;MORENO, PERITO AV.;3050.0;SD;MORENO, PERITO AV. 3050;7.0;-58.45537373;-34.65093074;MOTO;OBJETO FIJO
452;2019-0035;1.0;2019.0;4.0;23.0;14.0;SUIPACHA;665.0;SD;SUIPACHA 665;1.0;-58.37942637;-34.60053054;PEATON;BICICLETA
453;2019-0036;1.0;2019.0;4.0;26.0;22.0;RIGLOS;;FORMOSA;RIGLOS y FORMOSA;6.0;-58.4368044;-34.62147504;MOTO;AUTO
454;2019-0037;1.0;2019.0;5.0;1.0;23.0;LA RIOJA;;INDEPENDENCIA AV.;LA RIOJA e INDEPENDENCIA AV.;3.0;-58.40778291;-34.61971907;MOTO;AUTO
455;2019-0038;1.0;2019.0;5.0;4.0;14.0;UDAONDO, GUILLERMO AV.;;FIGUEROA ALCORTA, PRES. AV.;UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.;13.0;-58.45212523;-34.54628513;PEATON;MOTO
456;2019-0039;1.0;2019.0;5.0;9.0;3.0;SAN PEDRITO AV.;;DIRECTORIO AV.;SAN PEDRITO AV. y DIRECTORIO AV.;7.0;-58.46749188;-34.63551751;MOTO;AUTO
457;2019-0040;1.0;2019.0;5.0;9.0;12.0;PUAN;;SANTANDER;PUAN y SANTANDER;7.0;-58.4426358;-34.63679732;MOTO;SD
458;2019-0041;1.0;2019.0;5.0;11.0;20.0;ALBERDI, JUAN BAUTISTA AV.;;ANDALGALA;ALBERDI, JUAN BAUTISTA AV. y ANDALGALA;9.0;-58.51140289;-34.65846419;AUTO;MULTIPLE
459;2019-0042;1.0;2019.0;5.0;14.0;15.0;LIMA;;CONSTITUCION;LIMA y CONSTITUCION;1.0;-58.38211431;-34.62465368;PEATON;PASAJEROS
460;2019-0043;1.0;2019.0;5.0;21.0;9.0;CORDOBA AV.;;MADERO, EDUARDO AV.;CORDOBA AV. y MADERO, EDUARDO AV.;1.0;-58.36951669;-34.59832047;BICICLETA;CARGAS
461;2019-0044;1.0;2019.0;5.0;27.0;12.0;BOEDO AV.;650.0;SD;BOEDO AV. 650;5.0;-58.41635217;-34.62036547;PEATON;MOTO
462;2019-0045;1.0;2019.0;6.0;3.0;7.0;DEL LIBERTADOR AV.;;REPUBLICA DE LA INDIA;DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA;14.0;-58.41316147;-34.57579669;MOTO;CARGAS
463;2019-0046;1.0;2019.0;6.0;4.0;9.0;PAZ, GRAL. AV.;;CABILDO AV.;PAZ, GRAL. AV. y CABILDO AV.;13.0;-58.47617802;-34.53825652;MOTO;AUTO
464;2019-0047;1.0;2019.0;6.0;6.0;10.0;CASEROS AV.;1700.0;SD;CASEROS AV. 1700;4.0;-58.38641783;-34.63330028;PEATON;CARGAS
465;2019-0048;1.0;2019.0;6.0;7.0;7.0;AVELLANEDA AV.;1548.0;SD;AVELLANEDA AV. 1548;6.0;-58.45322169;-34.62038137;MOTO;CARGAS
466;2019-0049;1.0;2019.0;6.0;8.0;9.0;CIUDAD DE LA PAZ;;MENDOZA;CIUDAD DE LA PAZ y MENDOZA;13.0;-58.45849057;-34.56166498;PEATON;CARGAS
467;2019-0050;1.0;2019.0;6.0;8.0;23.0;SALGUERO, JERONIMO;;HONDURAS AV.;SALGUERO, JERONIMO y HONDURAS AV.;14.0;-58.41829559;-34.59411677;MOTO;CARGAS
468;2019-0051;1.0;2019.0;6.0;11.0;10.0;FILIBERTO, JUAN DE DIOS;;OLAVARRIA;FILIBERTO, JUAN DE DIOS y OLAVARRIA;4.0;-58.36376488;-34.63832093;MOTO;AUTO
469;2019-0053;1.0;2019.0;6.0;14.0;17.0;ASTURIAS AV.;;CASTA?ARES AV.;ASTURIAS AV. y CASTAÑARES AV.;8.0;-58.46442668;-34.66004784;AUTO;AUTO
470;2019-0054;1.0;2019.0;6.0;20.0;3.0;GANDARA;2976.0;SD;GANDARA 2976;15.0;-58.48222035;-34.58428769;MOTO;OBJETO FIJO
471;2019-0055;1.0;2019.0;6.0;20.0;19.0;GUEVARA, TRINIDAD;;MADERO, EDUARDO AV.;GUEVARA, TRINIDAD y MADERO, EDUARDO AV.;1.0;-58.36819005;-34.60283208;MOTO;PASAJEROS
472;2019-0056;1.0;2019.0;6.0;29.0;17.0;BOYACA AV.;305.0;SD;BOYACA AV. 305;7.0;-58.45877601;-34.62330939;PEATON;AUTO
473;2019-0057;1.0;2019.0;7.0;5.0;19.0;ARTILLEROS;;LA PAMPA;ARTILLEROS y LA PAMPA;13.0;-58.44196498;-34.55760517;PEATON;AUTO
474;2019-0058;1.0;2019.0;7.0;10.0;9.0;AUTOPISTA PERITO MORENO;;SD;AUTOPISTA PERITO MORENO e IRIGOYEN;10.0;-58.50622631;-34.63627822;MOTO;PASAJEROS
475;2019-0059;1.0;2019.0;7.0;13.0;22.0;15 DE NOVIEMBRE DE 1889;;SANTIAGO DEL ESTERO;15 DE NOVIEMBRE DE 1889 y SANTIAGO DEL ESTERO;1.0;-58.3841088;-34.63099197;MOTO;PASAJEROS
476;2019-0060;1.0;2019.0;7.0;17.0;11.0;ACOSTA, MARIANO AV.;;FALCON, RAMON L.,CNEL.;ACOSTA, MARIANO AV. y FALCON, RAMON L.,CNEL.;10.0;-58.48100602;-34.63504312;PEATON;AUTO
477;2019-0061;1.0;2019.0;7.0;17.0;18.0;11 DE SEPTIEMBRE DE 1888;;MENDOZA;11 DE SEPTIEMBRE DE 1888 y MENDOZA;13.0;-58.45200171;-34.5578132;PEATON;PASAJEROS
478;2019-0062;1.0;2019.0;8.0;1.0;23.0;PINO, VIRREY DEL;;CAMPOS, LUIS M. AV.;PINO, VIRREY DEL y CAMPOS, LUIS M. AV.;13.0;-58.44462132;-34.56201105;PEATON;PASAJEROS
479;2019-0063;1.0;2019.0;8.0;4.0;1.0;FOREST AV.;;MAURE;FOREST AV. y MAURE;15.0;-58.45220688;-34.58711712;MOTO;PASAJEROS
480;2019-0064;1.0;2019.0;8.0;6.0;3.0;BOYACA AV.;;AVELLANEDA AV.;BOYACA AV. y AVELLANEDA AV.;7.0;-58.4596221;-34.6224514;MOTO;AUTO
481;2019-0065;1.0;2019.0;8.0;8.0;16.0;BARCO CENTENERA DEL;;TILCARA;BARCO CENTENERA DEL y TILCARA;4.0;-58.4197085;-34.65414867;PEATON;PASAJEROS
482;2019-0066;1.0;2019.0;8.0;11.0;21.0;RIESTRA AV.;;BOLIVAR (NO OFICIAL);RIESTRA AV. y BOLIVAR (NO OFICIAL);7.0;-58.44187596;-34.64938031;PEATON;AUTO
483;2019-0067;1.0;2019.0;8.0;14.0;15.0;CASTRO, EMILIO;4706.0;SD;CASTRO, EMILIO 4706;10.0;-58.49101637;-34.64276621;MOTO;CARGAS
484;2019-0068;1.0;2019.0;8.0;14.0;17.0;27 DE FEBRERO AV.;5600.0;SD;27 DE FEBRERO AV. 5600;8.0;-58.42493829;-34.66256502;MOTO;MOTO
485;2019-0069;1.0;2019.0;8.0;17.0;5.0;GARAY, JUAN DE AV.;2874.0;SD;GARAY, JUAN DE AV. 2874;4.0;-58.40489318;-34.62930162;MOTO;AUTO
486;2019-0070;1.0;2019.0;8.0;22.0;12.0;SCALABRINI ORTIZ, RAUL AV.;;GORRITI;SCALABRINI ORTIZ, RAUL AV. y GORRITI;14.0;-58.4268668;-34.59217875;MOTO;BICICLETA
487;2019-0071;1.0;2019.0;8.0;27.0;11.0;PRIMERA JUNTA;;OLIVERA AV.;PRIMERA JUNTA y OLIVERA AV.;9.0;-58.479611;-34.65620398;PEATON;CARGAS
488;2019-0072;1.0;2019.0;8.0;28.0;6.0;ALBERDI, JUAN BAUTISTA AV.;;AZUL;ALBERDI, JUAN BAUTISTA AV. y AZUL;10.0;-58.47439934;-34.63524207;AUTO;AUTO
489;2019-0073;1.0;2019.0;8.0;29.0;1.0;ALVAREZ THOMAS AV.;1788.0;SD;ALVAREZ THOMAS AV. 1788;15.0;-58.46711912;-34.57926018;AUTO;OBJETO FIJO
490;2019-0074;1.0;2019.0;8.0;29.0;9.0;LUGONES, LEOPOLDO AV.;;PAZ, GRAL. AV.;LUGONES, LEOPOLDO AV. y PAZ, GRAL. AV.;13.0;-58.46514781;-34.53465378;MOTO;CARGAS
491;2019-0075;1.0;2019.0;8.0;30.0;23.0;SAN ANTONIO;;LUJAN;SAN ANTONIO y LUJAN;4.0;-58.37571078;-34.65584079;MOTO;PASAJEROS
492;2019-0076;1.0;2019.0;9.0;5.0;18.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.;4.0;-58.37157668;-34.65429986;MOTO;CARGAS
493;2019-0077;1.0;2019.0;9.0;8.0;3.0;FIGUEROA ALCORTA, PRES. AV.;;TAGLE;FIGUEROA ALCORTA, PRES. AV. y TAGLE;14.0;-58.39811256;-34.58070186;PEATON;AUTO
494;2019-0078;1.0;2019.0;9.0;12.0;8.0;EINSTEIN, ALBERTO;;ALCORTA, AMANCIO AV.;EINSTEIN, ALBERTO y ALCORTA, AMANCIO AV.;4.0;-58.41125934;-34.6541774;PEATON;CARGAS
495;2019-0079;1.0;2019.0;9.0;17.0;5.0;AGRELO;;COLOMBRES;AGRELO y COLOMBRES;5.0;-58.41822901;-34.61866836;MOTO;PASAJEROS
496;2019-0080;1.0;2019.0;9.0;17.0;18.0;CABILDO AV.;;PAZ, GRAL. AV.;CABILDO AV. y PAZ, GRAL. AV.;13.0;-58.47617802;-34.53825652;PEATON;MOTO
497;2019-0081;1.0;2019.0;9.0;23.0;16.0;ELCANO AV.;4300.0;SD;ELCANO AV. 4300;15.0;-58.46141281;-34.58623761;PEATON;PASAJEROS
498;2019-0082;1.0;2019.0;9.0;25.0;7.0;RABANAL, FRANCISCO, INTENDENTE AV.;2428.0;SD;RABANAL, FRANCISCO, INTENDENTE AV. 2428;8.0;-58.42985146;-34.6611974;BICICLETA;CARGAS
499;2019-0083;1.0;2019.0;9.0;26.0;8.0;MONTE;;CORVALAN;MONTE y CORVALAN;9.0;-58.48457413;-34.6583909;AUTO;AUTO
500;2019-0084;1.0;2019.0;9.0;27.0;11.0;TANDIL;;LAFUENTE;TANDIL y LAFUENTE;7.0;-58.46572884;-34.63628186;BICICLETA;CARGAS
501;2019-0085;1.0;2019.0;10.0;9.0;22.0;CARDOSO;;BACACAY;CARDOSO y BACACAY;10.0;-58.49261744;-34.6341913;BICICLETA;TREN
502;2019-0086;1.0;2019.0;10.0;15.0;14.0;CORRIENTES AV.;6700.0;SD;CORRIENTES AV. 6700;15.0;-58.45283186;-34.5884156;MOTO;PASAJEROS
503;2019-0087;1.0;2019.0;10.0;21.0;21.0;ALVAREZ THOMAS AV.;;MENDOZA;ALVAREZ THOMAS AV. y MENDOZA;12.0;-58.47973681;-34.57418656;MOTO;MOTO
504;2019-0088;1.0;2019.0;10.0;22.0;20.0;ALCORTA, AMANCIO AV.;;BONAVENA, OSCAR NATALIO;ALCORTA, AMANCIO AV. y BONAVENA, OSCAR NATALIO;4.0;-58.40623949;-34.65076549;PEATON;PASAJEROS
505;2019-0089;1.0;2019.0;10.0;23.0;15.0;BROWN, ALTE. AV.;;BLANES, JUAN MANUEL;BROWN, ALTE. AV. y BLANES, JUAN MANUEL;4.0;-58.36244648;-34.63107887;PEATON;CARGAS
506;2019-0090;1.0;2019.0;10.0;24.0;18.0;ALBERDI, JUAN BAUTISTA AV.;5455.0;SD;ALBERDI, JUAN BAUTISTA AV. 5455;9.0;-58.49962423;-34.64868027;PEATON;MOTO
507;2019-0091;1.0;2019.0;11.0;1.0;20.0;JUSTO, JUAN B. AV.;;CAMARGO;JUSTO, JUAN B. AV. y CAMARGO;15.0;-58.44551437;-34.59559816;PEATON;PASAJEROS
508;2019-0092;1.0;2019.0;11.0;3.0;10.0;BRIN, MINISTRO;;SUAREZ;BRIN, MINISTRO y SUAREZ;4.0;-58.35608181;-34.63420319;PEATON;PASAJEROS
509;2019-0093;1.0;2019.0;11.0;13.0;11.0;NIZA;;JUSTO, JUAN B. AV.;NIZA y JUSTO, JUAN B. AV.;11.0;-58.46483679;-34.60907662;BICICLETA;OTRO
510;2019-0094;1.0;2019.0;11.0;18.0;14.0;CAMARGO;;SERRANO;CAMARGO y SERRANO;15.0;-58.44368628;-34.59724326;MOTO;OTRO
511;2019-0095;1.0;2019.0;11.0;20.0;15.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.;1.0;-58.37864583;-34.62907067;MOTO;CARGAS
512;2019-0096;1.0;2019.0;11.0;22.0;19.0;CASEROS AV.;;PIEDRAS;CASEROS AV. y PIEDRAS;1.0;-58.37560352;-34.62726382;PEATON;PASAJEROS
513;2019-0097;1.0;2019.0;11.0;25.0;8.0;AUTOPISTA PERITO MORENO;;SD;AUTOPISTA PERITO MORENO KM. 5.6;9.0;-58.47721439;-34.64815069;MOTO;MULTIPLE
514;2019-0098;1.0;2019.0;11.0;25.0;14.0;GUZMAN;365.0;SD;GUZMAN 365;15.0;-58.45134029;-34.58984288;PASAJEROS;PASAJEROS
515;2019-0100;1.0;2019.0;12.0;5.0;17.0;DE LOS CONSTITUYENTES AV.;4300.0;SD;DE LOS CONSTITUYENTES AV. 4300;12.0;-58.49040794;-34.58368803;MOTO;AUTO
516;2019-0101;1.0;2019.0;12.0;17.0;4.0;MORENO, PERITO AV.;;TILCARA AV.;MORENO, PERITO AV. y TILCARA AV.;4.0;-58.42102679;-34.64991178;MOTO;MOTO
517;2019-0102;1.0;2019.0;12.0;17.0;14.0;IBARROLA;;GORDILLO, TIMOTEO;IBARROLA y GORDILLO, TIMOTEO;9.0;-58.52219407;-34.64143926;MOTO;AUTO
518;2019-0103;1.0;2019.0;12.0;18.0;;PAZ, GRAL. AV.;;GRIVEO;PAZ, GRAL. AV. y GRIVEO;11.0;-58.52169422;-34.5947164;MOTO;MOTO
519;2019-0104;1.0;2019.0;12.0;21.0;4.0;RIVADAVIA AV.;;PERGAMINO;RIVADAVIA AV. y PERGAMINO;10.0;-58.47460416;-34.63206174;MOTO;AUTO
520;2019-0105;1.0;2019.0;5.0;5.0;11.0;SANTO TOME;;SEGUROLA AV.;SANTO TOME y SEGUROLA AV.;10.0;-58.50512382;-34.61520391;PEATON;AUTO
521;2020-0001;1.0;2020.0;1.0;4.0;10.0;URIARTE;;LOYOLA;URIARTE y LOYOLA;15.0;-58.43910409;-34.59213355;PEATON;AUTO
522;2020-0002;1.0;2020.0;1.0;5.0;20.0;SARAZA;;VARELA AV.;SARAZA y VARELA AV.;7.0;-58.45019436;-34.64646409;MOTO;OBJETO FIJO
